"","CN","PLT_CN","PREV_TRE_CN","INVYR","CYCLE","STATECD","UNITCD","COUNTYCD","PLOT","SUCP","cycle_aw","SUBP","TREE","CONDID","PREVCOND","STATUSCD","SPCD","SPGRPCD","DIA","DIACALC","DIAHTCD","HT","HTCD","AGENTCD","BHAGE","CCLCD","DECAYCD"
"22317",694363045126144,188786659020004,41729407010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",2,6,1,1,2,"122",11,5,5,1,27,1,20,NA,NA,1
"22318",694363046126144,188786659020004,41729408010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",2,7,1,1,2,"122",11,9.7,9.7,1,38,1,20,NA,NA,1
"22319",694363047126144,188786659020004,41729409010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",2,8,1,1,2,"122",11,NA,6.4,1,NA,NA,NA,NA,NA,NA
"22320",694363048126144,188786659020004,41729410010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",2,9,1,1,2,"122",11,NA,5.2,1,NA,NA,NA,NA,NA,NA
"22321",694363049126144,188786659020004,41729411010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",2,10,1,1,2,"122",11,NA,5.2,1,NA,NA,NA,NA,NA,NA
"22322",694363050126144,188786659020004,41729412010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",2,11,1,1,2,"122",11,NA,12,1,NA,NA,NA,NA,NA,NA
"22323",694363051126144,188786659020004,41729413010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",2,12,1,1,1,"122",11,14.7,14.7,1,57,1,NA,84,3,NA
"22324",694363052126144,188786659020004,41729414010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",2,13,1,1,1,"66",23,7,7,2,14,1,NA,NA,5,NA
"22325",694363053126144,188786659020004,41729415010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",2,14,1,1,1,"122",11,10.2,10.2,1,42,1,NA,NA,3,NA
"22326",694363054126144,188786659020004,41729417010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",2,31,1,1,1,"814",48,1.5,1.5,2,6,1,NA,NA,5,NA
"22327",694363055126144,188786659020004,41729418010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",2,32,1,1,1,"814",48,1.3,1.3,2,5,1,NA,NA,5,NA
"22328",694363056126144,188786659020004,NA,2018,"4",35,1,39,82686,"35_1_39_82686","3",2,33,1,NA,1,"814",48,1.3,1.3,2,6,1,NA,NA,5,NA
"22329",694363057126144,188786659020004,NA,2018,"4",35,1,39,82686,"35_1_39_82686","3",2,34,1,NA,1,"814",48,1.2,1.2,2,6,1,NA,NA,5,NA
"22330",694363058126144,188786659020004,41729419010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,1,1,1,1,"66",23,14.2,14.2,2,44,1,NA,NA,3,NA
"22331",694363059126144,188786659020004,41729420010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,2,1,1,1,"66",23,11.5,11.5,2,36,1,NA,NA,4,NA
"22332",694363060126144,188786659020004,41729421010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,3,1,1,1,"122",11,6.8,6.8,1,44,1,NA,NA,3,NA
"22333",694363061126144,188786659020004,41729422010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,4,1,1,1,"814",48,6.5,6.5,2,27,2,NA,NA,5,NA
"22334",694363062126144,188786659020004,41729423010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,5,1,1,1,"122",11,5.4,5.4,1,39,1,NA,NA,4,NA
"22335",694363063126144,188786659020004,41729424010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,6,1,1,2,"814",48,6.2,6.2,2,23,2,70,NA,NA,2
"22336",694363064126144,188786659020004,41729425010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,7,1,1,1,"122",11,16.8,16.8,1,58,1,NA,NA,3,NA
"22337",694363065126144,188786659020004,41729426010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,8,1,1,1,"814",48,5.6,5.6,2,18,1,NA,NA,4,NA
"22338",694363066126144,188786659020004,41729427010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,9,1,1,1,"66",23,10.7,10.7,2,28,1,NA,NA,3,NA
"22339",694363067126144,188786659020004,41729428010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,10,1,1,1,"66",23,7,7,2,23,1,NA,NA,4,NA
"22340",694363068126144,188786659020004,41729429010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,11,1,1,1,"66",23,13.3,13.3,2,33,1,NA,NA,3,NA
"22341",694363069126144,188786659020004,41729430010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,12,1,1,1,"122",11,8.1,8.1,1,44,1,NA,NA,3,NA
"22342",694363072126144,188786659020004,41729433010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,31,1,1,1,"66",23,6.1,6.1,2,14,1,NA,NA,3,NA
"22343",694363070126144,188786659020004,41729431010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,13,1,1,2,"814",48,6.2,6.2,2,28,1,70,NA,NA,2
"22344",694363071126144,188786659020004,41729432010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,15,1,1,2,"122",11,NA,5,1,NA,NA,NA,NA,NA,NA
"22345",694363073126144,188786659020004,41729434010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,32,1,1,1,"66",23,6.3,6.3,2,17,1,NA,NA,5,NA
"22346",694363074126144,188786659020004,41729435010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,41,1,1,1,"814",48,1.4,1.4,2,7,1,NA,NA,4,NA
"22347",694363075126144,188786659020004,41729436010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,42,1,1,1,"814",48,1.5,1.5,2,7,1,NA,NA,4,NA
"22348",694363076126144,188786659020004,41729437010690,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,43,1,1,1,"814",48,4.5,4.5,2,20,1,NA,NA,5,NA
"22349",694363077126144,188786659020004,NA,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,44,1,NA,2,"814",48,3.5,3.5,2,13,1,NA,NA,NA,3
"22350",694363078126144,188786659020004,NA,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,45,1,NA,2,"814",48,2.5,2.5,2,12,1,NA,NA,NA,3
"22351",694363079126144,188786659020004,NA,2018,"4",35,1,39,82686,"35_1_39_82686","3",3,46,1,NA,2,"814",48,3.9,3.9,2,15,1,NA,NA,NA,3
"22352",694382224126144,188787138020004,41728716010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",1,15,1,1,1,"122",11,7.9,7.9,1,28,1,NA,28,3,NA
"22353",694382225126144,188787138020004,41728717010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",1,16,1,1,1,"814",48,2.1,2.1,2,14,1,NA,NA,5,NA
"22354",694382226126144,188787138020004,41728718010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",1,17,1,1,1,"814",48,4.4,4.4,2,19,1,NA,NA,3,NA
"22355",694382227126144,188787138020004,41728719010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",1,18,1,1,1,"814",48,4.4,4.4,2,17,1,NA,NA,3,NA
"22356",694382228126144,188787138020004,41728720010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",1,19,1,1,1,"814",48,2.6,2.6,2,5,1,NA,NA,4,NA
"22357",694382229126144,188787138020004,NA,2018,"4",35,1,39,83727,"35_1_39_83727","3",1,20,1,NA,1,"122",11,5.6,5.6,1,24,1,NA,NA,3,NA
"22358",694382230126144,188787138020004,NA,2018,"4",35,1,39,83727,"35_1_39_83727","3",1,21,1,NA,1,"122",11,7.1,7.1,1,25,1,NA,NA,3,NA
"22359",694382231126144,188787138020004,NA,2018,"4",35,1,39,83727,"35_1_39_83727","3",1,22,1,NA,1,"202",10,2.6,2.6,1,15,1,NA,NA,3,NA
"22360",694382232126144,188787138020004,41728721010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,1,1,1,1,"814",48,6.1,6.1,2,20,1,NA,NA,3,NA
"22361",694382233126144,188787138020004,41728724010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,4,1,1,1,"814",48,6.3,6.3,2,21,1,NA,NA,3,NA
"22362",694382234126144,188787138020004,41728725010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,5,1,1,1,"814",48,6,6,2,22,1,NA,NA,3,NA
"22363",694382235126144,188787138020004,41728726010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,6,1,1,1,"814",48,6.2,6.2,2,23,1,NA,NA,4,NA
"22364",694382236126144,188787138020004,41728727010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,7,1,1,1,"814",48,6.5,6.5,2,23,1,NA,NA,4,NA
"22365",694382237126144,188787138020004,41728728010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,8,1,1,1,"814",48,5.7,5.7,2,21,1,NA,NA,5,NA
"22366",694382238126144,188787138020004,41728729010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,9,1,1,1,"814",48,5.4,5.4,2,22,1,NA,NA,4,NA
"22367",694382239126144,188787138020004,41728730010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,10,1,1,1,"122",11,11.1,11.1,1,45,1,NA,71,2,NA
"22368",694382240126144,188787138020004,41728731010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,11,1,1,1,"814",48,5.6,5.6,2,23,1,NA,NA,5,NA
"22369",694382243126144,188787138020004,41728734010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,14,1,1,1,"814",48,5.3,5.3,2,19,1,NA,NA,4,NA
"22370",694382244126144,188787138020004,41728735010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,15,1,1,1,"814",48,5.6,5.6,2,22,1,NA,NA,3,NA
"22371",694382241126144,188787138020004,41728732010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,12,1,1,1,"814",48,5.6,5.6,2,18,1,NA,NA,4,NA
"22372",694382242126144,188787138020004,41728733010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,13,1,1,1,"814",48,5.3,5.3,2,14,1,NA,NA,4,NA
"22373",694382245126144,188787138020004,41728736010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,16,1,1,1,"814",48,1.6,1.6,2,8,1,NA,NA,4,NA
"22374",694382246126144,188787138020004,41728737010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,17,1,1,1,"814",48,1.1,1.1,2,4,1,NA,NA,4,NA
"22375",694382247126144,188787138020004,41728738010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,18,1,1,1,"814",48,1.7,1.7,2,7,1,NA,NA,4,NA
"22376",694382248126144,188787138020004,41728739010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,19,1,1,1,"814",48,2,2,2,10,1,NA,NA,4,NA
"22377",694382249126144,188787138020004,41728740010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,20,1,1,1,"814",48,1.3,1.3,2,7,1,NA,NA,5,NA
"22378",694382250126144,188787138020004,41728741010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,21,1,1,1,"814",48,3.7,3.7,2,10,1,NA,NA,4,NA
"22379",694382251126144,188787138020004,41728742010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,22,1,1,1,"814",48,1.4,1.4,2,6,1,NA,NA,4,NA
"22380",694382252126144,188787138020004,41728743010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,23,1,1,2,"814",48,NA,1.3,2,NA,NA,70,NA,NA,NA
"22381",694382253126144,188787138020004,41728744010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,24,1,1,1,"814",48,2.2,2.2,2,7,1,NA,NA,4,NA
"22382",694382254126144,188787138020004,NA,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,25,1,NA,1,"122",11,5.9,5.9,1,19,1,NA,NA,3,NA
"22383",694382255126144,188787138020004,NA,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,26,1,NA,1,"814",48,5.2,5.2,2,19,1,NA,NA,4,NA
"22384",694382256126144,188787138020004,NA,2018,"4",35,1,39,83727,"35_1_39_83727","3",2,27,1,NA,1,"814",48,5,5,2,21,1,NA,NA,4,NA
"22385",694382257126144,188787138020004,41728746010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,2,1,1,1,"814",48,6.2,6.2,2,26,1,NA,NA,4,NA
"22386",694382258126144,188787138020004,41728747010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,3,1,1,1,"814",48,7.6,7.6,2,29,1,NA,NA,3,NA
"22387",694382259126144,188787138020004,41728748010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,4,1,1,1,"814",48,6.2,6.2,2,29,1,NA,NA,4,NA
"22388",694382260126144,188787138020004,41728749010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,5,1,1,1,"814",48,6,6,2,27,1,NA,NA,5,NA
"22389",694382261126144,188787138020004,41728750010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,6,1,1,1,"122",11,10.9,10.9,1,32,1,NA,NA,3,NA
"22390",694382262126144,188787138020004,41728751010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,7,1,1,1,"814",48,6,6,2,21,1,NA,NA,4,NA
"22391",694382263126144,188787138020004,41728752010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,8,1,1,1,"814",48,6.3,6.3,2,19,1,NA,NA,4,NA
"22392",694382264126144,188787138020004,41728753010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,9,1,1,1,"814",48,6,6,2,22,1,NA,NA,4,NA
"22393",694382265126144,188787138020004,41728754010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,28,1,1,0,"814",48,NA,5.2,2,NA,NA,NA,NA,NA,NA
"22394",694382266126144,188787138020004,41728755010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,29,1,1,1,"814",48,5.5,5.5,2,26,1,NA,NA,4,NA
"22395",694382267126144,188787138020004,41728756010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,30,1,1,1,"814",48,5.2,5.2,2,16,1,NA,NA,5,NA
"22396",694382268126144,188787138020004,41728757010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,31,1,1,2,"814",48,5.1,5.1,2,20,2,60,NA,NA,2
"22397",694382269126144,188787138020004,41728758010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,32,1,1,1,"122",11,6.4,6.4,1,25,1,NA,NA,3,NA
"22398",694382270126144,188787138020004,41728759010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,33,1,1,1,"122",11,7.4,7.4,1,28,1,NA,NA,3,NA
"22399",694382271126144,188787138020004,41728760010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,34,1,1,1,"122",11,1.3,1.3,1,9,1,NA,NA,4,NA
"22400",694382272126144,188787138020004,41728761010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,35,1,1,1,"15",12,3.2,3.2,1,19,1,NA,30,5,NA
"22401",694382273126144,188787138020004,41728762010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,36,1,1,2,"814",48,3,3,2,12,1,60,NA,NA,2
"22402",694382274126144,188787138020004,41728763010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,37,1,1,1,"814",48,4.2,4.2,2,22,1,NA,NA,4,NA
"22403",694382275126144,188787138020004,41728764010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,38,1,1,1,"814",48,1.6,1.6,2,9,1,NA,NA,5,NA
"22404",694382276126144,188787138020004,41728765010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,39,1,1,2,"814",48,NA,1,2,NA,NA,70,NA,NA,NA
"22405",694382277126144,188787138020004,41728766010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,40,1,1,1,"814",48,1.5,1.5,2,9,1,NA,NA,4,NA
"22406",694382278126144,188787138020004,NA,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,41,1,NA,1,"15",12,1.4,1.4,1,11,1,NA,NA,5,NA
"22407",694382279126144,188787138020004,NA,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,42,1,NA,1,"15",12,1.8,1.8,1,15,1,NA,NA,4,NA
"22408",694382280126144,188787138020004,NA,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,43,1,NA,2,"122",11,2.4,2.4,1,22,2,NA,NA,NA,3
"22409",694382281126144,188787138020004,NA,2018,"4",35,1,39,83727,"35_1_39_83727","3",3,44,1,NA,1,"814",48,5.3,5.3,2,24,1,NA,NA,4,NA
"22410",694382282126144,188787138020004,41728767010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",4,1,1,1,1,"122",11,13.1,13.1,1,60,1,NA,84,3,NA
"22411",694382283126144,188787138020004,41728768010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",4,2,1,1,1,"122",11,12.1,12.1,1,51,1,NA,NA,3,NA
"22412",694382284126144,188787138020004,41728769010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",4,3,1,1,1,"122",11,11.2,11.2,1,55,1,NA,NA,3,NA
"22413",694382285126144,188787138020004,41728770010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",4,4,1,1,1,"122",11,11.3,11.3,1,58,1,NA,NA,3,NA
"22414",694382286126144,188787138020004,41728771010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",4,5,1,1,2,"122",11,8.1,8.1,1,42,1,20,NA,NA,2
"22415",694382287126144,188787138020004,41728772010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",4,6,1,1,1,"122",11,13.3,13.3,1,53,1,NA,NA,3,NA
"22416",694382288126144,188787138020004,41728773010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",4,7,1,1,1,"122",11,10.1,10.1,1,46,1,NA,NA,4,NA
"22417",694382289126144,188787138020004,41728775010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",4,9,1,1,2,"814",48,5.4,5.4,2,20,2,NA,NA,NA,3
"22418",694382290126144,188787138020004,41728776010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",4,10,1,1,1,"814",48,12,12,2,30,1,NA,NA,4,NA
"22419",694382291126144,188787138020004,41728777010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",4,11,1,1,1,"15",12,14.3,14.3,1,63,1,NA,74,3,NA
"22420",694382292126144,188787138020004,41728778010690,2018,"4",35,1,39,83727,"35_1_39_83727","3",4,12,1,1,1,"15",12,14.2,14.2,1,60,1,NA,67,3,NA
"22421",694382293126144,188787138020004,NA,2018,"4",35,1,39,83727,"35_1_39_83727","3",4,13,1,NA,2,"814",48,2.2,2.2,2,11,2,NA,NA,NA,3
"22422",694382294126144,188787138020004,NA,2018,"4",35,1,39,83727,"35_1_39_83727","3",4,14,1,NA,2,"814",48,2.1,2.1,2,11,2,NA,NA,NA,3
"22423",694366841126144,188786774020004,NA,2018,"4",35,1,39,84911,"35_1_39_84911","3",1,1,1,NA,1,"814",48,5.3,5.3,2,9,1,NA,NA,3,NA
"22424",694366842126144,188786774020004,NA,2018,"4",35,1,39,84911,"35_1_39_84911","3",1,2,1,NA,1,"814",48,5.9,5.9,2,9,1,NA,NA,3,NA
"22425",694366843126144,188786774020004,NA,2018,"4",35,1,39,84911,"35_1_39_84911","3",1,3,1,NA,1,"814",48,4.2,4.2,2,7,1,NA,NA,4,NA
"22426",694366844126144,188786774020004,NA,2018,"4",35,1,39,84911,"35_1_39_84911","3",1,4,1,NA,1,"814",48,2.1,2.1,2,5,1,NA,NA,5,NA
"22427",694366845126144,188786774020004,NA,2018,"4",35,1,39,84911,"35_1_39_84911","3",1,5,1,NA,1,"814",48,1.1,1.1,2,4,1,NA,NA,5,NA
"22428",694366846126144,188786774020004,NA,2018,"4",35,1,39,84911,"35_1_39_84911","3",1,6,1,NA,1,"814",48,1.3,1.3,2,4,1,NA,NA,5,NA
"22429",694366847126144,188786774020004,NA,2018,"4",35,1,39,84911,"35_1_39_84911","3",2,1,1,NA,1,"202",10,7.6,7.6,1,34,1,NA,34,3,NA
"22430",694366848126144,188786774020004,NA,2018,"4",35,1,39,84911,"35_1_39_84911","3",2,2,1,NA,1,"122",11,6.4,6.4,1,34,1,NA,48,4,NA
"22431",694366849126144,188786774020004,NA,2018,"4",35,1,39,84911,"35_1_39_84911","3",2,3,1,NA,1,"202",10,11.3,11.3,1,41,1,NA,56,3,NA
"22432",694357665126144,188786549020004,41728959010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",1,1,1,1,1,"122",11,8.5,8.5,1,39,1,NA,82,3,NA
"22433",694366850126144,188786774020004,NA,2018,"4",35,1,39,84911,"35_1_39_84911","3",2,4,1,NA,1,"814",48,6.1,6.1,2,17,1,NA,NA,5,NA
"22434",694366851126144,188786774020004,NA,2018,"4",35,1,39,84911,"35_1_39_84911","3",4,1,1,NA,1,"66",23,12.7,12.7,2,21,1,NA,NA,3,NA
"22435",694366852126144,188786774020004,NA,2018,"4",35,1,39,84911,"35_1_39_84911","3",4,2,1,NA,1,"66",23,5.9,5.9,2,17,1,NA,NA,3,NA
"22436",694357666126144,188786549020004,41728960010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",1,2,1,1,1,"122",11,7.9,7.9,1,45,1,NA,67,2,NA
"22437",694357667126144,188786549020004,41728961010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",1,3,1,1,1,"202",10,7.1,7.1,1,27,1,NA,55,4,NA
"22438",694357668126144,188786549020004,41728962010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",1,4,1,1,1,"122",11,7.4,7.4,1,46,1,NA,NA,3,NA
"22439",694357669126144,188786549020004,41728963010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",1,5,1,1,1,"122",11,11.7,11.7,1,55,1,NA,84,2,NA
"22440",694357670126144,188786549020004,41728964010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",1,6,1,1,1,"122",11,3,3,1,12,1,NA,44,4,NA
"22441",694357671126144,188786549020004,NA,2018,"4",35,1,39,84992,"35_1_39_84992","3",1,7,1,NA,1,"122",11,5.1,5.1,1,20,1,NA,50,3,NA
"22442",694357672126144,188786549020004,41728965010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,1,1,1,1,"122",11,8.4,8.4,1,43,1,NA,NA,3,NA
"22443",694357673126144,188786549020004,41728966010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,2,1,1,1,"122",11,9.9,9.9,1,49,1,NA,NA,3,NA
"22444",694357674126144,188786549020004,41728967010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,3,1,1,1,"122",11,14.2,14.2,1,55,1,NA,90,2,NA
"22445",694357675126144,188786549020004,41728968010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,4,1,1,1,"122",11,8.3,8.3,1,46,1,NA,NA,3,NA
"22446",694357676126144,188786549020004,41728969010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,5,1,1,1,"122",11,7.6,7.6,1,39,1,NA,NA,3,NA
"22447",694357677126144,188786549020004,41728970010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,6,1,1,1,"122",11,7.3,7.3,1,43,1,NA,NA,3,NA
"22448",694357678126144,188786549020004,41728971010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,7,1,1,1,"122",11,9.4,9.4,1,46,1,NA,NA,3,NA
"22449",694357679126144,188786549020004,41728972010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,8,1,1,1,"122",11,13.3,13.3,1,58,1,NA,NA,2,NA
"22450",694357680126144,188786549020004,41728973010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,9,1,1,2,"122",11,19.6,19.6,1,82,1,10,NA,NA,2
"22451",694357681126144,188786549020004,41728974010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,10,1,1,2,"122",11,NA,6.8,1,NA,NA,NA,NA,NA,NA
"22452",694357682126144,188786549020004,41728975010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,11,1,1,2,"122",11,NA,14.8,1,NA,NA,10,NA,NA,NA
"22453",694357683126144,188786549020004,41728976010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,12,1,1,2,"814",48,NA,1.3,2,NA,NA,70,NA,NA,NA
"22454",694357684126144,188786549020004,41728977010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,13,1,1,1,"814",48,1.9,1.9,2,4,1,NA,NA,4,NA
"22455",694357685126144,188786549020004,41728978010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,14,1,1,2,"814",48,NA,1,2,NA,NA,70,NA,NA,NA
"22456",694357686126144,188786549020004,41728979010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,15,1,1,1,"122",11,2.9,2.9,1,11,1,NA,NA,4,NA
"22457",694357687126144,188786549020004,41728980010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,16,1,1,1,"814",48,2.3,2.3,2,8,1,NA,NA,4,NA
"22458",694357688126144,188786549020004,41728981010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,17,1,1,1,"814",48,1.7,1.7,2,7,1,NA,NA,5,NA
"22459",694357689126144,188786549020004,41728982010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,18,1,1,2,"814",48,NA,1.3,2,NA,NA,70,NA,NA,NA
"22460",694357690126144,188786549020004,41728983010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,19,1,1,2,"814",48,NA,1.1,2,NA,NA,20,NA,NA,NA
"22461",694357691126144,188786549020004,41728984010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,20,1,1,2,"814",48,1.6,1.6,2,6,1,20,NA,NA,2
"22462",694357695126144,188786549020004,41728988010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",3,3,1,1,1,"122",11,8.9,8.9,1,46,1,NA,NA,3,NA
"22463",694357692126144,188786549020004,41728985010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",2,21,1,1,1,"814",48,1.6,1.6,2,4,1,NA,NA,4,NA
"22464",694357693126144,188786549020004,41728986010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",3,1,1,1,1,"122",11,7.3,7.3,1,35,1,NA,NA,3,NA
"22465",694357694126144,188786549020004,41728987010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",3,2,1,1,2,"122",11,NA,6.3,1,NA,NA,NA,NA,NA,NA
"22466",694357696126144,188786549020004,41728989010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",3,4,1,1,1,"122",11,10.1,10.1,1,37,1,NA,NA,4,NA
"22467",694357697126144,188786549020004,41728990010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",3,5,1,1,1,"122",11,8.6,8.6,1,34,1,NA,NA,3,NA
"22468",694357698126144,188786549020004,41728991010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",3,6,1,1,1,"122",11,9.3,9.3,1,35,1,NA,NA,3,NA
"22469",694357699126144,188786549020004,41728992010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",3,7,1,1,1,"122",11,7.4,7.4,1,33,1,NA,NA,4,NA
"22470",694357700126144,188786549020004,41728993010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",3,8,1,1,1,"122",11,14.3,14.3,1,46,1,NA,NA,2,NA
"22471",694357701126144,188786549020004,41728994010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",3,9,1,1,1,"122",11,6.2,6.2,1,30,1,NA,NA,4,NA
"22472",694357702126144,188786549020004,41728995010690,2018,"4",35,1,39,84992,"35_1_39_84992","3",3,10,1,1,1,"122",11,13.7,13.7,1,50,1,NA,NA,2,NA
