"","SUCP","STATECD","SPCD","cycle_aw","STATUSCD","SizeClass","Treecount","ExpanFactor","TPA","DSTRBCD1","DSTRBYR1","Fire"
"564","4_2_5_87918","Arizona",122,"2",1,"A",18,74.96528,1349.37504,NA,NA,"0"
"565","4_2_5_87964","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"566","4_2_5_87964","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"567","4_2_5_87989","Arizona",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"568","4_2_5_87989","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"569","4_2_5_88589","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"1"
"570","4_2_5_88589","Arizona",122,"2",1,"A",1,74.96528,74.96528,"1",2015,"1"
"571","4_2_5_88611","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"572","4_2_5_88611","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"573","4_2_5_88867","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"574","4_2_5_88867","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"575","4_2_5_89139","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"576","4_2_5_89139","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"577","4_2_5_89273","Arizona",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"578","4_2_5_89273","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"579","4_2_5_89382","Arizona",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"580","4_2_5_89382","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"581","4_2_5_89643","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"582","4_2_5_89643","Arizona",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"583","4_2_5_89751","Arizona",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"584","4_2_5_89751","Arizona",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"585","4_2_5_89837","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"586","4_2_5_89837","Arizona",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"587","4_2_5_89919","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"588","4_2_5_89919","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"589","4_2_5_90159","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"590","4_2_5_90159","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"591","4_2_5_90168","Arizona",122,"1",1,"A",9,74.96528,674.68752,NA,NA,"0"
"592","4_2_5_90168","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"593","4_2_5_90314","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"1"
"594","4_2_5_90314","Arizona",122,"2",1,"A",0,74.96528,0,"1",2011,"1"
"595","4_2_5_90481","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"596","4_2_5_90481","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"597","4_2_5_90496","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"598","4_2_5_90496","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"599","4_2_5_90587","Arizona",122,"1",1,"A",11,74.96528,824.61808,NA,NA,"0"
"600","4_2_5_90587","Arizona",122,"2",1,"A",9,74.96528,674.68752,NA,NA,"0"
"601","4_2_5_91048","Arizona",122,"1",1,"A",11,74.96528,824.61808,NA,NA,"0"
"602","4_2_5_91048","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"603","4_2_5_91197","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"604","4_2_5_91197","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"605","4_2_5_91276","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"606","4_2_5_91276","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"607","4_2_5_91293","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"608","4_2_5_91293","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"609","4_2_5_91478","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"610","4_2_5_91478","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"611","4_2_5_91653","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"612","4_2_5_91653","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"613","4_2_5_91923","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"614","4_2_5_91923","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"615","4_2_5_92054","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"616","4_2_5_92054","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"617","4_2_5_92182","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"618","4_2_5_92182","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"619","4_2_5_92258","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"620","4_2_5_92258","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"621","4_2_7_80600","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"622","4_2_7_80600","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"623","4_2_7_80948","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"624","4_2_7_80948","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"625","4_2_7_82112","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"626","4_2_7_82112","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"627","4_2_7_82816","Arizona",122,"1",1,"A",32,74.96528,2398.88896,NA,NA,"0"
"628","4_2_7_82816","Arizona",122,"2",1,"A",16,74.96528,1199.44448,NA,NA,"0"
"629","4_2_7_83242","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"630","4_2_7_83242","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"631","4_2_7_85264","Arizona",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"1"
"632","4_2_7_85264","Arizona",122,"2",1,"A",2,74.96528,149.93056,"1",2018,"1"
"633","4_2_7_86140","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"634","4_2_7_86140","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"635","4_2_7_86203","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"636","4_2_7_86203","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"637","4_2_7_86756","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"638","4_2_7_86756","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"639","4_2_7_86777","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"640","4_2_7_86777","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"641","4_2_7_86999","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"642","4_2_7_86999","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"643","4_2_7_87016","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"644","4_2_7_87016","Arizona",122,"2",1,"A",5,74.96528,374.8264,NA,NA,"0"
"645","4_2_7_87023","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"646","4_2_7_87023","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"647","4_2_7_87364","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"1"
"648","4_2_7_87364","Arizona",122,"2",1,"A",0,74.96528,0,"1",2015,"1"
"649","4_2_7_87828","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"650","4_2_7_87828","Arizona",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"651","4_2_7_89309","Arizona",122,"1",1,"A",6,74.96528,449.79168,NA,NA,"0"
"652","4_2_7_89309","Arizona",122,"2",1,"A",9,74.96528,674.68752,NA,NA,"0"
"653","4_2_7_89483","Arizona",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"654","4_2_7_89483","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"655","4_2_7_89871","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"656","4_2_7_89871","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"657","4_2_7_90346","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"658","4_2_7_90346","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"659","4_2_7_90379","Arizona",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"660","4_2_7_90379","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"661","4_2_7_90785","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"662","4_2_7_90785","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"663","4_2_7_90874","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"664","4_2_7_90874","Arizona",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"665","4_2_7_91013","Arizona",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"666","4_2_7_91013","Arizona",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"667","4_2_7_92047","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"1"
"668","4_2_7_92047","Arizona",122,"2",1,"A",3,74.96528,224.89584,"1",2009,"1"
"669","4_2_7_92132","Arizona",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"1"
"670","4_2_7_92132","Arizona",122,"2",1,"A",0,74.96528,0,"1",2016,"1"
"671","49_2_9_80970","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"672","49_2_9_80970","Utah",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"673","49_2_9_82093","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"674","49_2_9_82093","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"675","49_2_9_82816","Utah",122,"1",1,"A",0,74.96528,0,NA,NA,"1"
"676","49_2_9_82816","Utah",122,"2",1,"A",11,74.96528,824.61808,"1",2001,"1"
"677","49_2_9_86136","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"678","49_2_9_86136","Utah",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"679","49_3_55_87176","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"680","49_3_55_87176","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"681","49_4_19_88725","Utah",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"682","49_4_19_88725","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"683","49_4_37_83320","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"684","49_4_37_83320","Utah",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"685","49_4_37_83360","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"686","49_4_37_83360","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"687","49_4_37_84013","Utah",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"688","49_4_37_84013","Utah",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"689","49_4_7_80808","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"690","49_4_7_80808","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"691","49_4_7_84182","Utah",122,"1",1,"A",11,74.96528,824.61808,NA,NA,"0"
"692","49_4_7_84182","Utah",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"693","49_5_1_84233","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"694","49_5_1_84233","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"695","49_5_17_80018","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"696","49_5_17_80018","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"697","49_5_17_80340","Utah",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"698","49_5_17_80340","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"699","49_5_17_81947","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"700","49_5_17_81947","Utah",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"701","49_5_17_82144","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"702","49_5_17_82144","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"703","49_5_17_82193","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"704","49_5_17_82193","Utah",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"705","49_5_17_82261","Utah",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"706","49_5_17_82261","Utah",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"707","49_5_17_82565","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"708","49_5_17_82565","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"709","49_5_17_82889","Utah",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"710","49_5_17_82889","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"711","49_5_17_83152","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"712","49_5_17_83152","Utah",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"713","49_5_17_83678","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"714","49_5_17_83678","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"715","49_5_17_85444","Utah",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"716","49_5_17_85444","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"717","49_5_17_85546","Utah",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"1"
"718","49_5_17_85546","Utah",122,"2",1,"A",1,74.96528,74.96528,"1",2009,"1"
"719","49_5_17_85603","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"720","49_5_17_85603","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"721","49_5_17_86120","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"722","49_5_17_86120","Utah",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"723","49_5_17_86332","Utah",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"724","49_5_17_86332","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"725","49_5_17_88062","Utah",122,"1",1,"A",7,74.96528,524.75696,NA,NA,"0"
"726","49_5_17_88062","Utah",122,"2",1,"A",4,74.96528,299.86112,NA,NA,"0"
"727","49_5_25_85291","Utah",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"1"
"728","49_5_25_85291","Utah",122,"2",1,"A",0,74.96528,0,"1",2012,"1"
"729","49_5_25_85359","Utah",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"730","49_5_25_85359","Utah",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"731","49_5_25_85619","Utah",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"732","49_5_25_85619","Utah",122,"2",1,"A",5,74.96528,374.8264,NA,NA,"0"
"733","49_5_25_87990","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"734","49_5_25_87990","Utah",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"735","49_5_25_88374","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"736","49_5_25_88374","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"737","49_5_25_88924","Utah",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"738","49_5_25_88924","Utah",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"739","49_5_53_80379","Utah",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"740","49_5_53_80379","Utah",122,"2",1,"A",7,74.96528,524.75696,NA,NA,"0"
"741","49_5_53_81653","Utah",122,"1",1,"A",0,74.96528,0,NA,NA,"1"
"742","49_5_53_81653","Utah",122,"2",1,"A",3,74.96528,224.89584,"1",2010,"1"
"743","8_1_119_80818","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"744","8_1_119_80818","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"745","8_1_119_81506","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"746","8_1_119_81506","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"747","8_1_119_85289","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"748","8_1_119_85289","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"749","8_1_119_87171","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"750","8_1_119_87171","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"751","8_1_119_89999","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"752","8_1_119_89999","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"753","8_1_13_81153","Colorado",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"754","8_1_13_81153","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"755","8_1_13_83608","Colorado",122,"1",1,"A",7,74.96528,524.75696,NA,NA,"0"
"756","8_1_13_83608","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"757","8_1_13_83636","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"758","8_1_13_83636","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"759","8_1_13_84055","Colorado",122,"1",1,"A",5,74.96528,374.8264,NA,NA,"0"
"760","8_1_13_84055","Colorado",122,"2",1,"A",6,74.96528,449.79168,NA,NA,"0"
"761","8_1_13_85697","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"762","8_1_13_85697","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"763","8_1_13_88597","Colorado",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"764","8_1_13_88597","Colorado",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"765","8_1_13_90621","Colorado",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"766","8_1_13_90621","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"767","8_1_19_82131","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"768","8_1_19_82131","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"769","8_1_35_87315","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"770","8_1_35_87315","Colorado",122,"2",1,"A",7,74.96528,524.75696,NA,NA,"0"
"771","8_1_35_90047","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"772","8_1_35_90047","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"773","8_1_39_80925","Colorado",122,"1",1,"A",9,74.96528,674.68752,NA,NA,"0"
"774","8_1_39_80925","Colorado",122,"2",1,"A",6,74.96528,449.79168,NA,NA,"0"
"775","8_1_39_81657","Colorado",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"776","8_1_39_81657","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"777","8_1_39_83097","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"778","8_1_39_83097","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"779","8_1_41_81367","Colorado",122,"1",1,"A",7,74.96528,524.75696,NA,NA,"0"
"780","8_1_41_81367","Colorado",122,"2",1,"A",5,74.96528,374.8264,NA,NA,"0"
"781","8_1_41_82912","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"782","8_1_41_82912","Colorado",122,"2",1,"A",3,74.96528,224.89584,NA,NA,"0"
"783","8_1_41_83674","Colorado",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"784","8_1_41_83674","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"785","8_1_41_85234","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"786","8_1_41_85234","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"787","8_1_41_87477","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"788","8_1_41_87477","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"789","8_1_41_88019","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"790","8_1_41_88019","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"791","8_1_41_89061","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"792","8_1_41_89061","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"793","8_1_41_90615","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"794","8_1_41_90615","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"795","8_1_41_90835","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"796","8_1_41_90835","Colorado",122,"2",1,"A",5,74.96528,374.8264,NA,NA,"0"
"797","8_1_41_91104","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"798","8_1_41_91104","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"799","8_1_41_91202","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"800","8_1_41_91202","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"801","8_1_59_86149","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"802","8_1_59_86149","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"803","8_1_59_87779","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"804","8_1_59_87779","Colorado",122,"2",1,"A",10,74.96528,749.6528,NA,NA,"0"
"805","8_1_59_89093","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"806","8_1_59_89093","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"807","8_1_59_89704","Colorado",122,"1",1,"A",6,74.96528,449.79168,NA,NA,"0"
"808","8_1_59_89704","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"809","8_1_69_81083","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"810","8_1_69_81083","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"811","8_1_69_81390","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"812","8_1_69_81390","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"813","8_1_69_81610","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"814","8_1_69_81610","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"815","8_1_69_82387","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"816","8_1_69_82387","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"817","8_1_69_82579","Colorado",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"0"
"818","8_1_69_82579","Colorado",122,"2",1,"A",6,74.96528,449.79168,NA,NA,"0"
"819","8_1_69_83476","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"820","8_1_69_83476","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"821","8_1_69_84369","Colorado",122,"1",1,"A",4,74.96528,299.86112,NA,NA,"1"
"822","8_1_69_84369","Colorado",122,"2",1,"A",0,74.96528,0,"1",2012,"1"
"823","8_1_69_84706","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"824","8_1_69_84706","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"825","8_1_69_85034","Colorado",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"826","8_1_69_85034","Colorado",122,"2",1,"A",4,74.96528,299.86112,NA,NA,"0"
"827","8_1_69_85548","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"0"
"828","8_1_69_85548","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"829","8_1_69_86017","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"830","8_1_69_86017","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"831","8_1_69_86512","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"832","8_1_69_86512","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"833","8_1_69_86529","Colorado",122,"1",1,"A",3,74.96528,224.89584,NA,NA,"0"
"834","8_1_69_86529","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"835","8_1_69_86831","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"836","8_1_69_86831","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"837","8_1_69_87151","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"838","8_1_69_87151","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"839","8_1_69_87504","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"840","8_1_69_87504","Colorado",122,"2",1,"A",7,74.96528,524.75696,NA,NA,"0"
"841","8_1_69_87607","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"1"
"842","8_1_69_87607","Colorado",122,"2",1,"A",0,74.96528,0,"1",2012,"1"
"843","8_1_69_88036","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"844","8_1_69_88036","Colorado",122,"2",1,"A",0,74.96528,0,NA,NA,"0"
"845","8_1_69_88439","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"846","8_1_69_88439","Colorado",122,"2",1,"A",2,74.96528,149.93056,NA,NA,"0"
"847","8_1_69_89203","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"848","8_1_69_89203","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"849","8_1_69_90232","Colorado",122,"1",1,"A",1,74.96528,74.96528,NA,NA,"0"
"850","8_1_69_90232","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"851","8_1_69_90710","Colorado",122,"1",1,"A",0,74.96528,0,NA,NA,"0"
"852","8_1_69_90710","Colorado",122,"2",1,"A",1,74.96528,74.96528,NA,NA,"0"
"853","8_1_69_90881","Colorado",122,"1",1,"A",2,74.96528,149.93056,NA,NA,"1"
